Title,Image,Description,Category,Ingredients,Instructions,Time to cook,Servings,Energy,Protein,Carbohydrates,Fat
Lamm i dillsky,https://images.arla.com/recordid/5C334CB1-A4E7-43DE-8078DBD68A211F3E/lamm-i-dillsky.jpeg?width=375&height=265&mode=crop&format=jpeg,"Enkelt recept på lamm som är inspirerat av dillkött, men här som bekväm allt-i-ett-rätt i ugnen. Maträtten är generös, gräddig och smakrik.","Huvudrätt, Lunch, Middag",Lammstek i skivor: 1 kg | Salt: 1 tsk | Svartpeppar: ½ tsk | Svenskt Smör från Arla®:  | Morot: 300 g | Gula lökar: 2 | Arla Ko® Vispgrädde: 2 dl | Vatten: 2 dl | Kinesisk soja: 1 tsk | Honung: 1 msk | Citron: rivet skal och saft av ½ | Hackad färsk dill: 1 dl,"Sätt ugnen på 200° eller 180° varmluft., Salta och peppra köttet. Bryn det i smör i en stekpanna., Lägg köttet i en smord långpanna och stek i mitten av ugnen ca 30 min., Skala morötter och lök. Skär dem i bitar och lägg runt köttet., Blanda ihop dillskyn och häll i långpannan. Stek i ytterligare 30 min. Garnera med dill.",1 tim 15 min,4,695 kcal,46 g,16 g,50 g
Toast med nötcreme banan och jordnötter,"https://images.arla.com/recordid/581A54D5-1101-4206-B18D16418B04F8D9/toast-med-notcreme-banan-och-jordnotter.jpg?width=375&height=265&mode=crop&crop=(0,0,-278,0)&format=jpg","Vad vore brunchen utan en toast med extra allt! Tänk amerikanskt,  jordnötter, nötcreme och banan. Lägg till färskost som ger en fräsch syrlighet i denna helt 
fantastiska toast.",Brunch,Banan: 1 | Salta jordnötter: ½ dl | Arla® Färskost Naturell: 75 g | Formbröd: 8 skivor | Nötkräm: 1½ dl | Svenskt Smör från Arla® till stekning: ,"Skiva bananen och hacka nötterna., Bred färskost på fyra brödskivor. Fördela banan och nötter på bröden. Bred nötkräm på resterande brödskivor., Lägg ihop till fyra dubbelmackor. Stek dem frasiga och varma i smör 3-4 min på varje sida på medelvärme. Skär i trianglar och servera.",20 min,4,545 kcal,10 g,54 g,31 g
Saltimbocca på kyckling med saffransrisotto,https://images.arla.com/recordid/7B051B21-BD3F-4294-85348698C1D7B4FA/saltimbocca-pa-kyckling-med-saffransrisotto.jpg?width=375&height=265&mode=crop&format=jpg,Risotton går att variera i det oändliga med olika grönsaker och kryddor. Den krämiga konsistensen är fredagsmys på hög nivå!,"Huvudrätt, Lunch, Middag","Schalottenlökar: 3 | Avorioris: 3 dl | Saffran à 0,5 g: 1 pkt | Vitt vin: 2 dl | Hönsbuljong: 1 liter | Svenskt Smör från Arla®: 50 g | Arla Ko® Svecia: 50 g | Kycklingbröstfilé: 500 g | Parmaskinka: 4 skivor | Färsk salvia: 8 blad | Vetemjöl: ½ dl | Salt: 1 tsk | Svartpeppar: 1 krm | Svenskt Smör från Arla®: 2 msk | Vitt vin: ½ dl","Skala och finhacka löken, fräs den i 2 msk smör i en tjockbottnad kastrull. Tillsätt ris och saffran, låt fräsa någon min. Häll på vin och låt det koka in under omrörning., Tillsätt 2 dl varm buljong i taget och låt koka in under ständig omrörning tills risotton är krämig., Riv osten och rör ner tillsammans med resten av smöret i risotton., Dela kycklingfiléerna på längden så det blir två tunna skivor av varje filé. Lägg salviablad och parmaskinka på varje skiva., Blanda mjöl, salt och peppar i en djup tallrik och vänd skivorna i mjölet., Stek dem i smör på medelvärme, 3–4 min på varje sida. Häll över vinet och koka någon min., Servera med risotton.",45 min,4,620 kcal,42 g,57 g,24 g
Ost- och rosmarinpanerade lammkotletter,https://images.arla.com/recordid/037ABA34-97B9-453C-97BBF419CD829764/ost--och-rosmarinpanerade-lammkotletter.jpg?width=375&height=265&mode=crop&format=jpg,"Panko, ett ströbröd med lite större flingor, ger lammkotletterna en krispig yta.","Huvudrätt, Lunch, Middag",Lammkotletter: 1 kg | Vetemjöl: 1 dl | Salt: 1 tsk | Svartpeppar: ½ tsk | Ägg: 1 | Panko: 1 dl | Riven Arla Ko Präst® Ost 31%: 1 dl | Hackad färsk rosmarin: 2 msk | Arla Köket® Smör- & rapsolja: ,"Blanda mjöl, salt och peppar på en tallrik. Vispa upp ägget på en annan tallrik och blanda panko, ost och rosmarin på en tredje., Vänd kotletterna i mjöl, sedan i uppvispat ägg och sist i pankoblandningen., Stek kotletterna i smör-&rapsolja 3–4 min på varje sida. Servera med potatis.",,4,265 kcal,29 g,15 g,10 g
Mandelmusslor med vaniljfyllning och tranbär,https://images.arla.com/recordid/1E443522-977C-4776-964F631EE3867D9D/mandelmusslor-med-vaniljfyllning-och-tranbar.jpg?width=375&height=265&mode=crop&format=jpg,"En klassiker på gottebordet, här med smak av vanilj och tranbär.","Efterrätt, Fika",Mandelmusslor: 12 | Dreamy Dessert Kesella® Dessertkvarg vanilj: 250 g | Torkade eller frysta tranbär: 1½ dl,"Baka ev egna mandelmusslor eller köp färdiga., Fyll dem med kvarg och garnera med hackade tranbär.",10 min,4,125 kcal,3 g,14 g,7 g
Pankostekt kyckling med citron,"https://images.arla.com/recordid/81825e38-556f-4dde-af17-ac7100b0328e/pankostekt-kyckling-med-citron.jpg?width=375&height=265&mode=crop&crop=(278,0,0,0)&format=jpg","Panko är ett asiatisk ströbröd med större flingor som ger oemotståndligt krisp och passar perfekt till kyckling. Håll koll på tiden när du fräser på grönsakerna till matvetesalladen, de är godast med lite tuggmotstånd.","Huvudrätt, Lunch, Middag",Kycklinglårfilé: 450 g | Salt: 1 tsk | Panko: 1 dl | Citron: finrivet skal av 1 | Rapsolja: ½ dl | Matvete: 2 dl | Morötter: 4 | Broccoli: 250 g | Rödkål: 250 g | Svenskt Smör från Arla®: 2 msk | Chili flakes: ½ tsk | Salt: 1 tsk | Svartpeppar: 1 krm | Pumpakärnor: ½ dl | Arla Köket® Lätt crème fraiche parmesan & vitlök: 2 dl | Vattenkrasse: 50 g,"Börja med salladen. Koka matvetet enligt anvisning på förpackningen., Skala morötterna och strimla dem med potatisskalare. Skiva broccolin tunt, gärna på en mandolin. Strimla kålen. Fräs grönsakerna hastigt i smör och chili flakes., Vänd ner matvetet mot slutet. Salta och peppra. Toppa med pumpakärnor.",40 min,4,650 kcal,32 g,28 g,45 g
Bärkompott med vanilj,https://images.arla.com/recordid/4D0869AE-8895-4665-95E8DFE46019D95C/barkompott-med-vanilj.jpg?width=375&height=265&mode=crop&format=jpg,Klassisk mormorsefterrätt som avnjuts med ovispad grädde. Använd de bär som är i säsong eller dina favoriter från frysdisken.,"Efterrätt, Mellanmål","Bär, t ex blåbär, hallon och jordgubbar: 8 dl | Strösocker: 2 dl | Vaniljpulver: 2 krm | Potatismjöl: 1 msk | Vatten: 2 msk | Arla Ko® Vispgrädde: 3 dl","Lägg bär, socker och vaniljpulver i en kastrull. Låt koka under lock ca 5 min på medelhög värme., Rör ut potatismjölet i vattnet och häll ner i kompotten och låt koka ca 1 min., Låt svalna eller kallna helt., Servera kompotten med ovispad grädde.",10 min,4,518 kcal,2 g,57 g,31 g
Kräftröra på ugnsstekt potatis,https://images.arla.com/recordid/7D6DFA11-653C-4E2F-B01DAB16178A6326/kraftrora-pa-ugnsstekt-potatis.jpeg?width=375&height=265&mode=crop&format=jpeg,Det här kan man kalla en svensk tapas!,Förrätt,Potatisar: 4 | Svenskt Smör från Arla®: 2 msk | KESO® Cottage cheese: 250 g | Finhackad färsk dill: ½ dl | Röd kaviar: 50 g | Skalade kräftstjärtar: 1 dl | Pressad citron: 1 tsk | Örtsalt:  | Vitpeppar: ,"Sätt ugnen på 225° eller 200° varmluft., Tvätta potatisarna noga och skiva dem i ca 1 cm tjocka skivor. Lägg dem på en plåt med bakplåtspapper., Pensla potatisen med smör på båda sidor och stek i mitten av ugnen ca 10 min, vänd och stek 5 min till., Blanda cottage cheese med dill och halva burken kaviar. Hacka kräftstjärtarna och blanda ner dem. Smaka av med citron, örtsalt och peppar., Servera potatisskivorna med kräftröran. Garnera med resterande kaviar och ev en dillkvist och citron.",30 min,4,,,,
Färsk tomatsalsa,https://images.arla.com/recordid/5B5A621D-FBCB-4BB2-93DB4A2DC8BB8C3E/farsk-tomatsalsa.jpg?width=375&height=265&mode=crop&format=jpg,"En pigg salsa på tomater och koriander, lök och chili. Gör sig fint till crème fraiche, guacamole och tortillachips eller som extra krydda på tacos.",Buffé,Stora röda tomater: 3 | Rödlök: ½ | Salladslökar: 2 | Färsk grön jalapeño: 1 | Lime: pressad saft av 1 | Olivolja: 2 msk | Salt och peppar:  | Finhackad färsk koriander: 1 dl,"Dela, kärna ur och skär tomaterna i små tärningar. Skala och finhacka rödlöken. Strimla salladslökarna. Kärna ur och finhacka jalapenon., Lägg tomat, lök och jalapeno i en skål. Häll på limesaft och olivolja och blanda om ordentligt. Smaka av med salt och peppar och strö över koriander.",15 min,4,80 kcal,1 g,4 g,7 g
Cold brew,"https://images.arla.com/recordid/D0A65EC1-46DB-4B3D-95476D83D32B179B/cold-brew.jpg?width=375&height=265&mode=crop&crop=(211,0,-67,0)&format=jpg",Bli din egen barista och brygg ett trendigt kallbryggt kaffe hemma. När man använder kallt vatten istället för varmt smakar kaffet helt annorlunda – det blir sötare och inte alls lika bittert.,"Fika, Frukost",Grovmalet bryggkaffepulver: 100 g | Kallt vatten: 1 liter | Flytande honung: 2 msk,"Mät upp kaffet och häll det i en behållare som kan förslutas. Häll på det kalla vattnet och honungen. Rör om täck med lock och låt stå i kylen minst 20 tim., Sila kaffet genom ett filter, ner i en karaff. Servera drycken som den är,  med is, eller med mjölk.",30 min,4,130 kcal,0 g,36 g,0 g
Kladdkakspaj,"https://images.arla.com/recordid/FB5C466C-5EE2-49D9-80ED2161B8DDF658/kladdkakspaj.jpg?width=375&height=265&mode=crop&crop=(0,0,-278,0)&format=jpg",Gör fikasuccé och bjud på en paj bakad med krämig choklad och ett knäckigt kokostäcke. Godast är pajen ljummen med en klick lättvispad grädde.,Efterrätt,"Vetemjöl: 3 dl | Strösocker: ½ dl | Svenskt Smör från Arla®, smält: 100 g | Vatten: 3 msk | Salt: ½ krm | Ägg: 2 | Strösocker: 2 dl | Svenskt Smör från Arla®, smält: 100 g | Vetemjöl: 2½ dl | Chokladdryckspulver: 2 msk | Kakao: 2½ msk | Vaniljsocker: 1 tsk | Salt: ½ krm | Kokosflingor: 2½ dl | Strösocker: 2 msk | Vetemjöl: 2 msk | Arla Ko® Standardmjölk: 1½ dl | Svenskt Smör från Arla®, smält: 2 msk | Flytande honung: 2 msk","Sätt ugnen på 200° eller 180° varmluft., Rör ihop ingredienserna till pajdegen i en bunke, knåda inte. Plasta in degen och låt vila i kyl ca 20 min., Vispa ägg och socker pösigt i en bunke och tillsätt smält smör. Blanda de torra ingredienserna och rör ner i smeten., Tryck ut pajdegen i en form med löstagbar kant, ca 24 cm i diameter. Förgrädda mitt i ugnen ca 8 min. Häll i kladdkakssmeten i pajskalet och grädda ca 6 min., Rör under tiden ihop alla ingredienser till kokostäcket. Ta ut pajen ur ugnen, bred på kokostäcket och grädda ytterligare ca 14 min., Servera gärna pajen med vispad grädde och färsk frukt.",1 tim,4,415 kcal,5 g,45 g,23 g
Tomatsoppa med zucchini,"https://images.arla.com/recordid/F299CA77-6A93-48CF-9510EEB415FCFD79/tomatsoppa-med-zucchini.jpg?width=375&height=265&mode=crop&crop=(0,0,-278,0)&format=jpg","Med färdig soppa från Kelda har du snabbt en varm rätt som du kan variera med olika tillbehör, den här goda röran med zucchini till exempel. Servera gärna med krutonger på toppen också.","Huvudrätt, Kvällsmat, Lunch, Middag",Kelda® Mild tomatsoppa: 5 dl | Zucchini: 200 g | Pressad vitlöksklyfta: 1 | Svenskt Smör från Arla®: 1 msk | KESO® Cottage cheese: 250 g | Salt och peppar: ,"Tärna zucchini och fräs den och vitlöken i smör 1-2 min. Låt svalna och blanda med cottage cheese. Smaka av med salt och peppar., Koka upp soppan under omrörning i en kastrull. Häll upp i tallrikar och toppa med röran.",,4,500 kcal,23 g,53 g,19 g
Löksill,https://images.arla.com/recordid/5C81F6F2-88D3-41C2-9918CA3BD0E6FFB1/loksill.jpg?width=375&height=265&mode=crop&format=jpg,Löksill tillhör en av de klassiska inlagda sillarna vi gärna dukar upp på smörgåsbordet. Både röd och gul lök används i vårt recept på löksill.,"Brunch, Buffé","Inläggningssill, ca 400 g: 1 burk | Gula lökar: 2 | Rödlök: 1 | Ättiksprit 12%: 5 msk | Vatten: 2½ dl | Strösocker: ½ dl | Kryddpepparkorn: 2 tsk | Lagerblad: 1","Häll av spadet och skölj sillfiléerna. Skär dem i ca 2 cm stora bitar., Skala och skär lökarna i tunna skivor., Blanda ättikslagen i en kastrull och koka upp. Lägg i löken och låt kallna., Ta upp löken och varva den med sillen i en glasburk. Häll över lagen., Låt stå i kyl minst 2 dygn.",30 min,4,215 kcal,17 g,1 g,16 g
Svampsmörgås med gremolata,https://images.arla.com/recordid/8D486083-E0FB-451D-957A903B51C026CC/svampsmorgas-med-gremolata.jpg?width=375&height=265&mode=crop&format=jpg,"Gremolata är en italiensk blandning gjord på vitlök, persilja och citronskal. Här får gremolatan toppa gräddkokt svamp och vitlöksrostat bröd.","Brunch, Förrätt","Färsk svamp: 400 g | Stor vitlöksklyfta: 1 | Skivor bröd: 4 | Svenskt Smör från Arla®: 3 msk | Schalottenlökar: 2 | Arla Köket® Vispgrädde: 1½ dl | Salt och svartpeppar:  | Citron, rivet skal: 1 | Hackad färsk persilja: 3 msk","Sätt ugnen på grill 225°., Dela vitlöken på längden och gnugga snittytan på brödskivorna med den. Lägg dem på en plåt., Smält smöret och ringla hälften över bröden. Rosta dem gyllene i övre delen av ugnen, ca 5 min., Rensa svampen. Skala och finhacka löken., Stek svampen utan fett ca 5 min i en het stekpanna tills all vätska kokat bort., Tillsätt smör och lök, sänk värmen. Stek ca 5 min under omrörning tills löken mjuknat., Tillsätt grädden och låt den koka in, 1-2 min. Smaka av med salt och peppar., Blanda citronskal och persilja., Lägg svampstuvningen på bröden. Toppa med gremolatan.",30 min,4,310 kcal,5 g,20 g,22 g
Rice cheesecake,"https://images.arla.com/recordid/301881BE-B237-4FAA-805C023A2EFCE922/rice-cheesecake.jpg?width=375&height=265&mode=crop&crop=(235,0,-43,0)&format=jpg","Dessa delikata riskakor toppade med generöst med färskost, sylt och nötter, svänger du snabbt ihop. Suveränt mellis när du vill lyxa till det lite. Välj om du vill frys in dem en sttund, eller om du njuter av din rice cheesecake som den är!","Brunch, Efterrätt, Frukost","Ris kakor, naturella: 6 | Arla® Färskost Naturell: 300 g | Blåbärssylt: 1 dl | Hallon: 100 g | Hackade pistagenötter: ev 2 msk | Färsk mynta: ","Bred färskosten på riskakorna. Klicka på sylt och bred ut den. Lägg riskakorna på en bricka., Sätt in dina rice cheesecakes i frysen 1- 2 tim., Toppa med hackade pistagenötter, hallon och myntablad",2 tim,4,232 kcal,5 g,15 g,17 g
Zucchini i ugn,https://images.arla.com/recordid/31CE2878-9819-4DC9-846B50B1504B8D2A/zucchini-i-ugn.jpg?width=375&height=265&mode=crop&format=jpg,"Zucchini i ugn är ett utmärkt tillbehör att servera till kött, fisk eller kyckling. Toppa den rostade zucchinin med smulad vitost, rostade pistagenötter, frisk mynta och syrlig citron.  Lägg upp på ett vackert serveringsfat - en fröjd för både öga och gom!","Buffé, Huvudrätt","Zucchini: 3 | Arla Köket® Smör- & rapsolja: 1 msk | Salt: 1 tsk | Nymalen svartpeppar:  | Apetina® Vitost 20%: 150 g | Citron, finrivet skal: 1 | Myntablad: 1 kruka | Pistagenötter: ½ dl","Sätt ugnen på 250° eller 225° varmluft., Dela zucchinin på längden och skär i sneda tjocka skivor., Lägg på en plåt med bakplåtspapper. Ringla över smör- & rapsolja. Salta och peppra., Blanda väl och tillaga högt upp i ugnen ca 15 min, tills zucchinin har fått fin färg., Toppa zucchini i ugn med smulad vitost, citronskal, mynta och rostade pistagenötter. Ett perfekt tillbehör att servera till kött, fisk eller kyckling!",30 min,4,,,,
Grillad macka med salami,"https://images.arla.com/recordid/AE13B3C1-DE45-43DB-9967A5E57361357F/grillad-macka-med-salami.jpg?width=375&height=265&mode=crop&crop=(0,0,-278,0)&format=jpg",En italiensk variant av croque monsieur - en toast med salami och ost. Perfekt som mellanmål eller till fredagsmyset.,"Buffé, Huvudrätt, Mellanmål",Surdegsbröd: 8 skivor | Pesto: 4 msk | Arla® Familjefavoriter tärnad mozzarella: 200 g | Strimlade soltorkade tomater: 4 msk | Salami: 80 g | Babyspenat: 70 g | Färsk basilika: ,"Lägg ut 4 brödskivor på arbetsbänken. Bred 1 msk pesto på varje skiva., Lägg på mozzarella, soltorkade tomater, salami och spenat. Lägg på resterande brödskivor., Stek bröden i grillpanna, eller grilla i smörgåsgrill., Dela mackorna i halvor på diagonalen. Toppa gärna med färsk basilika.",20 min,4,,,,
Renskavspanna,https://images.arla.com/recordid/59F3BA92-FDD2-4C30-A1183C7C9C1291E6/renskavspanna.jpg?width=375&height=265&mode=crop&format=jpg,Renskav är extra gott tillsammans med svamp. Rör ner sockerärter mot slutet för smak och färg.,"Huvudrätt, Lunch, Middag, Varmrätt",Renskav: 240 g | Arla Köket® Smör- & rapsolja: 1 msk | Kelda® Matlagningsgrädde: 2 dl | Svampfond: ¾ msk | Majsstärkelse: ½ msk | Frysta sockerärter: 100 g,"Stek renskaven i smör-&rapsolja i en panna tills den får färg. Tillsätt grädde, fond och majsstärkelse, rör om och koka ca 2 min., Rör ner sockerärterna och låt det bli varmt., Servera med kokt potatis.",20 min,4,355 kcal,17 g,35 g,15 g
Lax med mild masalasås,https://images.arla.com/recordid/51031324-85FD-4A31-A5939B7C4B9C5647/lax-med-mild-masalasas.jpg?width=375&height=265&mode=crop&format=jpg,"Lax i masalasås med stekta grönsaker och gröna ärter. Servera laxen med hemgjord, sötsyrlig, picklad rödlök.","Huvudrätt, Lunch, Middag","Laxfilé: 500 g | Liten sötpotatis, ca 200 g: 1 | Aubergine: ½ | Arla Köket® Smör- & rapsolja:  | Tikka masala kryddmix: 1 påse | Arla Köket® Matlagningsgrädde: 3 dl | Salt: ½ tsk | Frysta ärter: 2 dl | Rödlök: 1 | Vitvinsvinäger: ½ dl | Strösocker: 2 msk","Börja med picklad rödlök. Skala och skär löken i tunna skivor. Lägg den i en skål., Koka upp vinäger och socker i en liten kastrull. Rör om tills sockret löser sig. Häll blandningen över löken och rör om. Låt den stå och dra fram till servering., Skala potatisen. Skär potatis och aubergine i 1 cm stora tärningar., Stek potatis och aubergine i smör-&rapsolja i en stekpanna ca 2 min. Tillsätt kryddmix och grädde i pannan., Koka upp under omrörning. Låt koka på svag värme ca 3 min., Skär laxen i 3x3 cm stora bitar. Tillsätt laxen i såsen och låt koka på svag värme 4-5 min. Vänd ner ärterna när 1 min av koktiden återstår., Toppa med picklad rödlök vid servering. Garnera ev med citronklyftor.",45 min,4,495 kcal,29 g,26 g,30 g
Pastasås med champinjoner,https://images.arla.com/recordid/F16BFD04-79D8-47B5-BA4B9F4055D77148/pastasas-med-champinjoner.jpg?width=375&height=265&mode=crop&format=jpg,Snabb och lättlagad pastasås när tiden är knapp. Såsen blir färdig tills pastan kokat klart.,"Huvudrätt, Lunch, Middag, Varmrätt",Champinjoner: 300 g | Rödlök: 1 | Arla Köket® Smör- & rapsolja: 1 msk | Salt: ½ tsk | Svartpeppar: ½ krm | Kelda® Pastasås fyra ostar: 4 dl | Färsk gräslök: 1 kruka | Krasse: 1 ask,"Dela ev svampen i mindre bitar. Skala och hacka löken., Fräs svamp och lök i smör-&rapsolja i en panna. Salta och peppra. Tillsätt såsen och låt koka upp., Hacka gräslöken, klipp krassen och vänd ner i såsen.",15 min,4,425 kcal,15 g,61 g,12 g
